0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.726646259971647390e-02
7.366440594969593698e-03,3.683220297484796624e-01,-1.745329251994329478e-01,1.671664846044633446e-01
2.979229013660035508e-02,1.121292477081538008e+00,-3.490658503988658956e-01,1.447406350628325788e-01
7.442353940905993559e-02,2.231562463622979386e+00,-5.235987755982988157e-01,1.001093857903730122e-01
1.316354120777820103e-01,2.860593633436102845e+00,-3.490658503988658401e-01,4.289751312165093755e-02
1.911887585248324695e-01,2.977667322352522739e+00,-1.745329251994328923e-01,-1.665583332539952166e-02
2.423943632675778503e-01,2.560280237137268156e+00,5.551115123125782702e-17,-6.786143806814490254e-02
2.750252889271614931e-01,1.631546282979183138e+00,1.745329251994330033e-01,-1.004923637277285453e-01
2.797125322644926082e-01,2.343621668665558655e-01,3.490658503988659511e-01,-1.051796070650596604e-01
2.602596625143546727e-01,-9.726434875068969976e-01,2.620792568726954541e-01,-8.572673731492172489e-02
2.254226678678339646e-01,-1.741849732326035127e+00,8.754633167326250631e-02,-5.088974266840101679e-02
1.846704259419707506e-01,-2.037612096293160757e+00,-8.698659352617044149e-02,-1.013750074253780276e-02
1.477818083845468811e-01,-1.844430877871193308e+00,-2.615195187256034171e-01,2.675111681488606674e-02
1.243540185158693717e-01,-1.171389493433875550e+00,-4.360524439250363926e-01,5.017890668356357609e-02
1.194290349691694980e-01,-2.462491773349938518e-01,-5.235987755982988157e-01,5.510389023026344979e-02
1.313953214885217879e-01,5.983143259676143577e-01,-4.832301352832750196e-01,4.313760371091115986e-02
1.517995486595798416e-01,1.020211358552903347e+00,-3.086972100838420996e-01,2.273337653985310625e-02
1.717916049657475797e-01,9.996028153083866830e-01,-1.341642848844091518e-01,2.741320233685368146e-03
1.843969198356881778e-01,6.302657434970295736e-01,3.051843865479293640e-04,-9.863994636255229986e-03
1.904710653275077381e-01,3.037072745909775162e-01,-3.276242080413090119e-02,-1.593814012807479030e-02
1.918314179933150176e-01,6.801763329036411565e-02,-7.816978569407084798e-02,-1.729849279388206984e-02
1.902761087373324167e-01,-7.776546279912965876e-02,-1.195431902761192461e-01,-1.574318353789946889e-02
1.873454720921830796e-01,-1.465318322574668541e-01,-1.516390322673016600e-01,-1.281254689275013181e-02
1.841382548662454932e-01,-1.603608612968799030e-01,-1.722096245688941596e-01,-9.605329666812545408e-03
1.811991011023881548e-01,-1.469576881928670031e-01,-1.823924000551851998e-01,-6.666175902955207011e-03
1.788857577418006550e-01,-1.156671680293751558e-01,-1.866724444278970996e-01,-4.352832542367707225e-03
1.773050462117432002e-01,-7.903557650287296177e-02,-1.854620838802995830e-01,-2.772121012310252430e-03
1.762519819386849929e-01,-5.265321365291027872e-02,-1.809510106158501719e-01,-1.719056739252045052e-03
1.756516357737311629e-01,-3.001730824769084302e-02,-1.775385131461173216e-01,-1.118710574298215077e-03
1.753246545139658663e-01,-1.634906298826526230e-02,-1.735915066732343637e-01,-7.917293145329185045e-04
1.752318067306159466e-01,-4.642389167496650468e-03,-1.709787210055311590e-01,-6.988815311829987831e-04
1.752351893704700014e-01,1.691319927030468170e-04,-1.679439034789608209e-01,-7.022641710370536305e-04
1.752351893704700014e-01,1.691319927030468170e-04,-1.679439034789608209e-01,-7.022641710370536305e-04
1.752351893704700014e-01,1.691319927030468170e-04,-1.679439034789608209e-01,-7.022641710370536305e-04
